id,booking_status,probability
42300,0,0.46683133
42301,0,0.24217355
42302,0,0.16237535
42303,0,0.18485819
42304,0,0.12901177
42305,0,0.2727859
42306,0,0.24889554
42307,0,0.07660967
42308,0,0.15321428
42309,0,0.36986572
42310,0,0.34260017
42311,1,0.75615364
42312,0,0.06787559
42313,1,0.8325525
42314,1,0.69699794
42315,0,0.18387914
42316,1,0.69969416
42317,0,0.3208156
42318,0,0.43869948
42319,0,0.030357135
42320,0,0.19687898
42321,0,0.41615757
42322,1,0.9138158
42323,0,0.025511038
42324,1,0.78869396
42325,0,0.04968138
42326,1,0.5037527
42327,0,0.036185615
42328,0,0.116382234
42329,0,0.1974391
42330,1,0.78356427
42331,0,0.3862358
42332,0,0.2767421
42333,1,0.7212741
42334,0,0.02126103
42335,1,0.80767775
42336,0,0.08436502
42337,1,0.7642826
42338,0,0.305142
42339,0,0.007408367
42340,0,0.07333416
42341,1,0.7264186
42342,1,0.87132215
42343,0,0.45940065
42344,0,0.24121477
42345,0,0.020250026
42346,1,0.96941715
42347,1,0.832603
42348,1,0.8110788
42349,0,0.07701332
42350,0,0.30788448
42351,0,0.094641864
42352,1,0.70556897
42353,1,0.80935353
42354,0,0.19948246
42355,0,0.19939575
42356,1,0.5488749
42357,0,0.00015377428
42358,1,0.8388995
42359,0,0.1267513
42360,1,0.7623762
42361,0,0.11507868
42362,1,0.7726309
42363,0,0.17475256
42364,0,0.34045526
42365,0,0.37590557
42366,0,0.1993618
42367,1,0.7900484
42368,0,0.49745575
42369,1,0.8423206
42370,0,0.30646688
42371,0,0.039648842
42372,0,0.25159332
42373,1,0.9180829
42374,1,0.5916152
42375,0,0.45440698
42376,0,0.057523105
42377,1,0.9320989
42378,1,0.5641467
42379,0,0.37103143
42380,0,0.026742108
42381,0,0.37500674
42382,1,0.57800525
42383,1,0.9292443
42384,0,0.16901109
42385,0,0.009104336
42386,1,0.8160603
42387,1,0.5866621
42388,0,0.03590713
42389,0,0.013491839
42390,1,0.87916887
42391,0,0.09717275
42392,0,0.043508954
42393,0,0.106431074
42394,0,0.20019583
42395,1,0.5406545
42396,0,0.29375643
42397,1,0.9426399
42398,0,0.074694104
42399,1,0.82717204
42400,1,0.5321578
42401,0,0.16433461
42402,1,0.7890933
42403,1,0.63584614
42404,0,0.299507
42405,0,0.23714522
42406,0,0.3632445
42407,0,0.08615022
42408,0,0.15035309
42409,0,0.40007234
42410,1,0.7712997
42411,0,1.3444224e-09
42412,1,0.91035783
42413,1,0.7827455
42414,1,0.7239476
42415,0,0.20037535
42416,1,0.7891202
42417,0,0.15210149
42418,1,0.50810146
42419,0,0.33051273
42420,0,0.14403744
42421,0,0.11639505
42422,1,0.5238132
42423,1,0.5714111
42424,1,0.830813
42425,0,0.41265044
42426,0,0.29305232
42427,0,0.06379906
42428,0,0.18975863
42429,1,0.92998314
42430,0,0.35134482
42431,1,0.7599745
42432,1,0.90628093
42433,0,0.13215944
42434,0,5.3514592e-05
42435,0,0.1020196
42436,0,0.4148796
42437,0,0.22836223
42438,0,0.3500863
42439,1,0.9464154
42440,0,0.18909161
42441,1,0.9311305
42442,0,0.12228625
42443,0,0.17968872
42444,0,0.046932958
42445,0,0.06274679
42446,1,0.8264844
42447,0,0.15548085
42448,0,0.07017763
42449,0,0.19887954
42450,0,0.2656263
42451,0,0.20357528
42452,0,0.022935184
42453,0,0.16601267
42454,0,0.15979896
42455,0,0.30079722
42456,0,0.34399235
42457,0,0.03534559
42458,0,0.22841519
42459,0,0.48011336
42460,1,0.80201805
42461,0,0.10980713
42462,1,0.6192373
42463,0,0.19340383
42464,1,0.7950003
42465,0,0.13019057
42466,1,0.8220439
42467,0,0.4202008
42468,0,0.2907752
42469,0,0.10225304
42470,0,0.19082306
42471,0,0.47427252
42472,0,0.45639908
42473,0,0.07648301
42474,0,0.36509824
42475,0,0.085718416
42476,0,0.001202054
42477,0,0.30012566
42478,1,0.86524266
42479,1,0.8319087
42480,0,0.0045725508
42481,0,0.15038614
42482,0,0.067306355
42483,0,0.49478182
42484,0,0.23534012
42485,0,0.02725791
42486,1,0.79165256
42487,0,0.3885605
42488,0,0.00047631175
42489,0,0.17111671
42490,0,0.1337793
42491,1,0.6857883
42492,0,0.45534027
42493,0,0.11296394
42494,0,0.16829775
42495,0,0.4079145
42496,0,0.4016646
42497,0,0.0074105123
42498,0,0.077070996
42499,0,0.05158261
42500,0,0.10674255
42501,0,0.38271153
42502,1,0.5256469
42503,1,0.81113154
42504,0,0.039750822
42505,0,5.8273755e-09
42506,0,0.43404666
42507,0,0.012652601
42508,0,0.17522511
42509,0,0.1648373
42510,1,0.6438164
42511,0,0.40329048
42512,0,0.15365349
42513,0,0.007724244
42514,0,0.0285448
42515,1,0.53359044
42516,0,0.45064455
42517,1,0.6614506
42518,1,0.79916954
42519,0,0.34127587
42520,1,0.5219027
42521,0,0.028506069
42522,0,0.27694684
42523,0,0.28368682
42524,0,0.42204326
42525,1,0.81003255
42526,1,0.842055
42527,0,0.3025087
42528,1,0.5339919
42529,0,0.19635847
42530,1,0.5508151
42531,1,0.87187177
42532,0,0.16616343
42533,0,0.42078018
42534,0,0.076998964
42535,1,0.9203459
42536,0,0.18046322
42537,0,0.08683846
42538,1,0.6666538
42539,0,0.23675376
42540,0,0.19388016
42541,0,0.18721482
42542,0,0.26242766
42543,0,0.35389537
42544,0,0.026422624
42545,1,0.863198
42546,0,0.038853705
42547,0,0.43094242
42548,0,0.34778032
42549,0,0.27674282
42550,0,0.3782081
42551,1,0.92865616
42552,1,0.77863085
42553,0,0.015443557
42554,0,0.27637577
42555,0,0.23938288
42556,0,0.14647317
42557,0,0.39371276
42558,0,0.22071683
42559,0,0.04924804
42560,0,0.17579806
42561,1,0.67814523
42562,1,0.81196165
42563,1,0.7654624
42564,1,0.5002638
42565,1,0.79320866
42566,1,0.9628954
42567,0,0.17605834
42568,0,0.052259464
42569,0,0.15826999
42570,0,0.37125447
42571,0,6.0100133e-06
42572,0,0.42465794
42573,0,0.26455685
42574,1,0.572883
42575,1,0.76409423
42576,0,0.09758456
42577,0,0.15009572
42578,0,0.011889668
42579,0,0.06720724
42580,0,1.3753574e-16
42581,1,0.91419375
42582,0,0.11384544
42583,0,0.06275695
42584,0,0.03249427
42585,0,0.18561356
42586,0,0.003855005
42587,1,0.84821177
42588,0,0.25159332
42589,1,0.6051751
42590,1,0.9129179
42591,0,0.18679263
42592,0,0.16744606
42593,1,0.53828764
42594,0,0.034297597
42595,0,0.30797514
42596,0,0.3501164
42597,0,0.16284513
42598,0,0.29644418
42599,0,0.37240505
42600,0,0.0013943672
42601,1,0.51414955
42602,1,0.6976808
42603,0,0.06824805
42604,1,0.78118956
42605,1,0.5914593
42606,1,0.7712732
42607,0,0.358466
42608,0,0.32557023
42609,0,2.6318736e-05
42610,1,0.5618357
42611,1,0.6982478
42612,0,0.05049776
42613,0,0.06483257
42614,0,0.009119314
42615,0,0.15647249
42616,1,0.8503871
42617,0,0.3385094
42618,1,0.50687855
42619,0,0.16573294
42620,1,0.70616645
42621,1,0.73444337
42622,0,0.45939732
42623,1,0.7984158
42624,0,0.039640833
42625,0,0.1260162
42626,1,0.8555823
42627,1,0.6355683
42628,1,0.7432733
42629,1,0.6979442
42630,1,0.87845147
42631,0,0.30602536
42632,0,0.0060647037
42633,0,0.057810985
42634,0,0.25306624
42635,0,0.08889854
42636,0,0.48895878
42637,0,0.3310395
42638,0,0.01898474
42639,1,0.572833
42640,0,0.09796168
42641,0,0.055693865
42642,0,0.28688267
42643,0,0.19431202
42644,0,0.19519678
42645,1,0.6508667
42646,1,0.77607876
42647,0,0.117987454
42648,0,0.111849956
42649,0,0.15733466
42650,1,0.59335667
42651,0,0.14305711
42652,0,0.15731317
42653,0,0.19016762
42654,0,0.18561141
42655,0,0.17589155
42656,0,0.38794985
42657,1,0.7876236
42658,0,0.08426126
42659,0,0.40275398
42660,0,0.40881664
42661,0,0.20351318
42662,1,0.89945745
42663,0,0.034543477
42664,0,0.08112491
42665,0,0.38908046
42666,1,0.78070366
42667,0,0.08525962
42668,0,0.034529906
42669,1,0.8446325
42670,1,0.82629645
42671,0,0.19619277
42672,1,0.9456156
42673,0,0.20536675
42674,0,0.0029867059
42675,0,0.23484844
42676,0,0.21108004
42677,1,0.51451445
42678,0,0.27111503
42679,0,0.16167521
42680,0,0.48501703
42681,0,0.039096154
42682,1,0.80294096
42683,1,0.8998317
42684,0,0.018555377
42685,0,0.18752341
42686,0,0.31304955
42687,0,0.047628984
42688,1,0.5455775
42689,1,0.92016613
42690,0,0.20490913
42691,0,0.030839419
42692,0,0.06343981
42693,1,0.7524479
42694,0,0.09119303
42695,0,0.32603496
42696,1,0.6922733
42697,0,0.38148555
42698,0,0.1862609
42699,1,0.55635333
42700,0,0.3879128
42701,0,0.006978911
42702,0,0.06814537
42703,0,0.31525886
42704,0,0.14890733
42705,0,0.019202074
42706,0,0.07517371
42707,0,0.012907678
42708,0,0.05714054
42709,0,0.0006818865
42710,0,0.34330493
42711,0,0.2232794
42712,1,0.60156554
42713,0,0.014803136
42714,0,0.11159639
42715,0,0.09691455
42716,1,0.5807961
42717,0,0.02449633
42718,0,0.06301256
42719,0,0.06072884
42720,1,0.7930243
42721,1,0.6601882
42722,0,0.2849571
42723,0,0.3590976
42724,0,0.39317843
42725,0,0.006376516
42726,0,0.09222777
42727,1,0.83192134
42728,0,0.082607634
42729,1,0.91482145
42730,0,0.46645752
42731,0,0.051012
42732,1,0.86773735
42733,1,0.6940328
42734,0,0.16215625
42735,0,0.21032143
42736,1,0.8676189
42737,0,0.42806026
42738,0,0.06769322
42739,0,0.1918957
42740,0,0.20481633
42741,1,0.8550398
42742,0,0.022451857
42743,1,0.67316335
42744,1,0.8508701
42745,1,0.8270567
42746,0,0.06092729
42747,1,0.59302026
42748,1,0.91042393
42749,0,0.4231925
42750,1,0.61876124
42751,0,0.0619149
42752,0,0.065363206
42753,0,0.3563518
42754,0,0.40301523
42755,1,0.8270768
42756,0,0.13109949
42757,0,0.040611055
42758,1,0.6995238
42759,1,0.5808843
42760,1,0.5272041
42761,0,0.050668105
42762,1,0.91906685
42763,0,0.19720377
42764,1,0.86953425
42765,0,0.35575113
42766,0,0.026497109
42767,0,0.0068492573
42768,1,0.60801315
42769,0,0.26567447
42770,0,0.05379737
42771,1,0.89205104
42772,0,0.14692888
42773,0,0.46299008
42774,0,0.040415335
42775,0,0.0126324585
42776,0,0.059309166
42777,0,0.30368742
42778,0,0.4119842
42779,0,0.25382608
42780,0,0.03903715
42781,1,0.5267819
42782,0,0.07674299
42783,1,0.5221226
42784,1,0.79871565
42785,0,0.43114302
42786,0,2.4446802e-13
42787,1,0.61734504
42788,0,0.35183096
42789,1,0.91710496
42790,0,0.16961095
42791,0,0.07403206
42792,0,0.26767936
42793,0,0.11323427
42794,0,0.36703923
42795,1,0.78762555
42796,1,0.8496051
42797,0,0.07655385
42798,1,0.75600666
42799,0,0.035957403
42800,1,0.7152583
42801,1,0.7739253
42802,0,0.120702595
42803,0,0.0910478
42804,0,0.11608273
42805,0,0.027678506
42806,1,0.5427612
42807,0,0.25261784
42808,0,5.3626016e-05
42809,0,0.14084163
42810,1,0.8358684
42811,1,0.81255805
42812,0,0.2697499
42813,1,0.69016355
42814,1,0.51349735
42815,0,0.07179597
42816,0,0.04849971
42817,1,0.5672031
42818,0,0.3545756
42819,0,0.11557052
42820,1,0.6861073
42821,0,0.01867545
42822,1,0.7511175
42823,1,0.8566018
42824,0,0.15218922
42825,0,0.006946887
42826,1,0.9103468
42827,0,0.45657164
42828,1,0.71881366
42829,0,0.35369802
42830,1,0.81805646
42831,1,0.9118181
42832,0,0.10647429
42833,1,0.7738832
42834,0,0.10501589
42835,1,0.8568537
42836,0,0.47637784
42837,1,0.8575989
42838,0,0.016463218
42839,1,0.7172686
42840,0,0.049429562
42841,0,7.900458e-05
42842,0,0.2202909
42843,1,0.7986318
42844,0,0.36886123
42845,0,0.061762262
42846,1,0.8070357
42847,0,0.12546605
42848,0,0.022454506
42849,0,0.051965058
42850,0,0.16177829
42851,1,0.5566769
42852,1,0.58835536
42853,1,0.75247085
42854,0,0.042954385
42855,0,0.02611519
42856,0,0.16028522
42857,1,0.86066824
42858,0,0.10806946
42859,0,0.018391974
42860,0,0.48237815
42861,0,0.05485513
42862,0,0.00445147
42863,0,0.0037066522
42864,1,0.9130595
42865,1,0.7565291
42866,0,0.15515131
42867,0,0.27465802
42868,1,0.8664025
42869,0,0.0313739
42870,0,0.09625021
42871,1,0.85885584
42872,0,0.20865926
42873,0,0.14146985
42874,0,0.31161118
42875,1,0.6628467
42876,1,0.65919477
42877,0,0.29857546
42878,0,0.45314708
42879,0,0.3861674
42880,0,0.0148553
42881,0,0.0053053587
42882,1,0.86616313
42883,1,0.66240716
42884,0,0.097998425
42885,1,0.8714492
42886,1,0.865884
42887,0,0.25843284
42888,0,0.2438011
42889,1,0.8167048
42890,1,0.8231436
42891,0,0.19296059
42892,0,0.21100953
42893,0,0.17310452
42894,0,0.021463789
42895,0,0.40655994
42896,0,0.14378916
42897,1,0.5086025
42898,1,0.8922458
42899,0,0.14855714
42900,0,0.24095172
42901,1,0.781969
42902,0,0.13821243
42903,1,0.5440575
42904,1,0.6076302
42905,0,0.16197765
42906,0,0.1821219
42907,1,0.6109843
42908,1,0.69056946
42909,0,0.3005588
42910,0,0.017917126
42911,1,0.9169916
42912,0,0.2826588
42913,0,0.15452063
42914,0,0.23738761
42915,1,0.577964
42916,0,0.0031380667
42917,0,0.03012998
42918,0,0.35763818
42919,0,0.39222035
42920,0,0.3281028
42921,1,0.82519954
42922,1,0.7454212
42923,1,0.93775094
42924,1,0.76603544
42925,0,0.49484777
42926,0,0.033608023
42927,0,0.10236404
42928,0,0.46638212
42929,0,0.032180857
42930,1,0.671462
42931,0,0.39731655
42932,1,0.909854
42933,0,0.06614887
42934,1,0.95637214
42935,0,0.16060406
42936,1,0.846088
42937,1,0.813614
42938,1,0.9397304
42939,0,0.289212
42940,1,0.7107713
42941,0,0.47624677
42942,0,0.14675559
42943,1,0.79616433
42944,0,0.21627401
42945,1,0.7343633
42946,0,0.35012373
42947,0,0.07954079
42948,0,0.4427093
42949,0,0.032393117
42950,1,0.7385403
42951,0,0.11744498
42952,0,0.2555129
42953,1,0.84023565
42954,1,0.5269612
42955,1,0.92102236
42956,0,0.34884092
42957,1,0.5202171
42958,0,0.39194882
42959,0,0.32158166
42960,0,0.10204395
42961,0,0.4587175
42962,1,0.932587
42963,0,0.11356979
42964,0,0.053706482
42965,0,0.0048317066
42966,1,0.89791447
42967,1,0.8087696
42968,0,0.011768523
42969,0,0.2495629
42970,0,0.10991126
42971,0,0.28373712
42972,1,0.76272535
42973,1,0.7946351
42974,0,0.066747986
42975,0,0.24696317
42976,0,0.27045032
42977,0,0.12447393
42978,1,0.76538354
42979,0,0.102590956
42980,1,0.5657604
42981,0,0.2852171
42982,0,0.2166988
42983,0,0.19572708
42984,1,0.53906673
42985,1,0.5222626
42986,0,0.48601425
42987,1,0.95816183
42988,0,0.048711427
42989,0,0.19875102
42990,1,0.8054083
42991,0,0.09056068
42992,0,0.06654423
42993,0,0.07471606
42994,1,0.5669603
42995,1,0.722271
42996,0,0.21452425
42997,0,0.46196318
42998,1,0.84105307
42999,1,0.82953244
43000,0,0.28960362
43001,0,0.1753667
43002,0,0.4349193
43003,1,0.7246472
43004,1,0.8307413
43005,0,0.3265354
43006,1,0.8077834
43007,0,0.3921976
43008,0,0.3041715
43009,0,0.15350135
43010,1,0.59551674
43011,0,0.15443386
43012,1,0.5383933
43013,0,0.43203866
43014,1,0.6964986
43015,0,0.13902213
43016,0,0.4884529
43017,0,0.3342904
43018,0,0.05134691
43019,0,0.26222423
43020,1,0.84260476
43021,0,0.36115322
43022,0,0.42518848
43023,1,0.76306856
43024,0,0.0669381
43025,1,0.51640356
43026,1,0.6353651
43027,0,0.11150886
43028,0,0.3273424
43029,1,0.59260774
43030,0,0.1638693
43031,0,0.04210729
43032,0,0.0201139
43033,1,0.8463053
43034,0,0.34113407
43035,0,0.38096106
43036,0,0.06173239
43037,0,0.030655356
43038,0,0.3952227
43039,0,0.31012827
43040,0,0.11204914
43041,0,0.16422307
43042,0,5.6653094e-19
43043,1,0.83661157
43044,0,0.055121925
43045,0,0.19865753
43046,1,0.8569995
43047,0,0.25540593
43048,0,0.16529454
43049,0,0.19608857
43050,1,0.5834695
43051,0,0.105413646
43052,0,0.015326699
43053,1,0.6729422
43054,0,0.17960702
43055,0,0.18735935
43056,0,0.23496343
43057,0,0.099495634
43058,1,0.9136696
43059,1,0.83559245
43060,0,0.0107797105
43061,0,0.05914636
43062,0,0.29263106
43063,1,0.59086764
43064,1,0.9003905
43065,0,0.38626847
43066,0,0.19525671
43067,0,0.21753466
43068,1,0.68341655
43069,0,0.03486548
43070,0,0.22541383
43071,0,9.9616256e-05
43072,0,0.0027369587
43073,0,0.33879545
43074,1,0.7259431
43075,0,0.17901675
43076,0,0.017745132
43077,0,0.37685227
43078,0,0.27185777
43079,1,0.5680655
43080,0,0.103257865
43081,0,0.089231715
43082,0,0.124747045
43083,0,0.18755206
43084,0,0.007695075
43085,0,0.00017938801
43086,0,0.047136612
43087,1,0.65591925
43088,0,0.32824105
43089,1,0.88484794
43090,1,0.5157739
43091,1,0.85320616
43092,0,0.03041475
43093,1,0.9285534
43094,0,0.33131528
43095,0,0.011092855
43096,1,0.6902401
43097,0,0.17908604
43098,1,0.6256617
43099,1,0.8060946
43100,0,0.42315093
43101,0,0.48428574
43102,1,0.6741336
43103,0,0.038511515
43104,0,0.055809356
43105,0,0.3394405
43106,1,0.6164951
43107,1,0.60602343
43108,0,0.065310515
43109,0,0.24011506
43110,1,0.7650678
43111,0,0.47127828
43112,1,0.8246013
43113,0,0.2485219
43114,1,0.7604609
43115,0,0.38997132
43116,1,0.5675525
43117,0,0.24905244
43118,0,0.061894476
43119,1,0.7037794
43120,1,0.84366006
43121,0,0.11181531
43122,1,0.59156793
43123,1,0.69003254
43124,1,0.83117515
43125,1,0.7182266
43126,0,0.42980176
43127,1,0.61635476
43128,1,0.9244248
43129,1,0.62394756
43130,0,0.3922261
43131,1,0.5595813
43132,0,0.36293864
43133,1,0.83877885
43134,1,0.6000653
43135,1,0.5082093
43136,0,0.35823905
43137,0,0.37014115
43138,0,0.03384436
43139,0,0.16054834
43140,0,0.20750228
43141,0,0.10488913
43142,1,0.9235835
43143,0,0.34373614
43144,1,0.6539127
43145,1,0.9060575
43146,0,0.07201461
43147,0,0.2419314
43148,1,0.83836466
43149,0,0.033779107
43150,1,0.77778465
43151,0,0.08850913
43152,0,0.029873708
43153,0,0.1807281
43154,0,0.082927935
43155,0,0.14712115
43156,0,0.0550783
43157,0,0.06040616
43158,1,0.77863085
43159,0,0.14802256
43160,1,0.89126855
43161,0,0.11137129
43162,0,0.2455792
43163,0,0.05452337
43164,0,0.0235369
43165,1,0.7972704
43166,0,0.042373054
43167,0,0.0055761086
43168,0,0.004368083
43169,1,0.5618483
43170,0,0.11115627
43171,1,0.91007656
43172,1,0.9410204
43173,0,0.25097474
43174,1,0.8982853
43175,1,0.9040525
43176,0,0.18835613
43177,0,0.04700494
43178,0,0.024780778
43179,1,0.5280937
43180,1,0.8297927
43181,0,0.18397442
43182,1,0.8913212
43183,0,0.0032657073
43184,0,0.39732206
43185,1,0.90593356
43186,0,2.3181684e-07
43187,1,0.6077829
43188,0,0.4713825
43189,0,0.046125684
43190,0,0.31642044
43191,0,0.3368808
43192,1,0.64090097
43193,0,0.26692626
43194,0,0.3429455
43195,0,0.13456933
43196,1,0.60999745
43197,0,0.2207704
43198,1,0.8109467
43199,0,0.006004586
43200,0,0.3590313
43201,1,0.8061572
43202,0,0.04535197
43203,0,0.06913447
43204,0,0.4113496
43205,0,0.08099673
43206,1,0.7520124
43207,0,0.002127292
43208,1,0.9447724
43209,0,0.1610673
43210,0,0.3436656
43211,1,0.6068493
43212,0,0.46131843
43213,0,0.38340113
43214,0,0.09060061
43215,0,0.25331888
43216,1,0.54992926
43217,0,0.05051473
43218,1,0.6014772
43219,0,0.0011863586
43220,1,0.5092281
43221,1,0.5444893
43222,0,0.22314258
43223,0,0.010848279
43224,0,0.05876404
43225,0,0.17038871
43226,1,0.73143077
43227,1,0.66595465
43228,0,0.12915862
43229,0,0.15415414
43230,0,5.0508992e-05
43231,1,0.58744484
43232,1,0.51013976
43233,0,0.14111768
43234,0,0.06653982
43235,0,0.0045663286
43236,0,0.0055231354
43237,0,0.23224768
43238,0,0.14387874
43239,0,0.18944618
43240,0,0.106987834
43241,0,0.45416266
43242,0,0.16504665
43243,1,0.5371489
43244,1,0.84682304
43245,0,0.48685065
43246,0,0.006847983
43247,0,0.1777035
43248,1,0.61828476
43249,1,0.8424798
43250,1,0.86222094
43251,1,0.5105673
43252,1,0.9350264
43253,0,0.037842512
43254,1,0.8158717
43255,1,0.827023
43256,1,0.8379162
43257,0,0.051928665
43258,1,0.91772074
43259,0,0.005328739
43260,1,0.9106624
43261,0,0.40864196
43262,0,0.08307821
43263,0,0.2532539
43264,0,0.4600565
43265,1,0.6523278
43266,1,0.72975224
43267,0,0.14456974
43268,0,0.0538231
43269,0,0.00011328665
43270,1,0.79351914
43271,0,0.16207767
43272,0,0.49873173
43273,1,0.87987566
43274,0,0.031111402
43275,0,0.23614109
43276,0,0.37022924
43277,0,0.36642683
43278,1,0.94826543
43279,1,0.82897305
43280,0,0.16855556
43281,0,0.04795711
43282,0,0.41776028
43283,1,0.8022831
43284,0,0.17001411
43285,0,0.16232523
43286,1,0.51344395
43287,0,0.4821764
43288,0,0.21879004
43289,1,0.8069461
43290,0,0.006263485
43291,0,0.10451163
43292,0,0.10340913
43293,1,0.83356136
43294,0,0.42713827
43295,0,0.35873532
43296,1,0.8115717
43297,0,0.46097094
43298,0,0.08085396
43299,0,0.2194506
43300,0,0.07669391
43301,0,0.21756716
43302,0,0.3342458
43303,0,0.22295006
43304,0,0.34586808
43305,0,0.14039929
43306,1,0.8021227
43307,0,0.085012175
43308,1,0.64131606
43309,1,0.8970312
43310,0,0.30530047
43311,0,0.34867117
43312,0,0.03992187
43313,1,0.84499514
43314,0,0.40230593
43315,1,0.91364455
43316,1,0.52951735
43317,0,0.17676482
43318,0,0.344067
43319,0,0.20150343
43320,1,0.7466397
43321,1,0.75500655
43322,0,0.33658996
43323,1,0.9130167
43324,0,0.40686417
43325,0,0.19208369
43326,0,0.01898072
43327,1,0.79776305
43328,0,0.3622085
43329,0,0.3430602
43330,0,0.24859764
43331,0,0.037837747
43332,1,0.9377111
43333,0,0.21176997
43334,0,0.43720892
43335,0,0.020501709
43336,0,0.007892661
43337,1,0.69804525
43338,1,0.51719207
43339,0,0.09993111
43340,0,0.045546845
43341,1,0.9085849
43342,1,0.70064956
43343,1,0.8153733
43344,0,0.13069238
43345,0,0.29175818
43346,1,0.80724263
43347,1,0.54135966
43348,1,0.92531717
43349,0,0.1396393
43350,0,0.107727684
43351,1,0.8306454
43352,1,0.8018862
43353,1,0.86547124
43354,1,0.78148377
43355,1,0.5319697
43356,0,1.9357885e-05
43357,1,0.83161724
43358,0,0.010064714
43359,0,0.09743559
43360,0,0.3036574
43361,0,0.034715947
43362,0,0.157145
43363,0,0.093420014
43364,0,0.20972638
43365,1,0.65313363
